Date,PoslednaCena,Max,Min,SMA_20,EMA_20,WMA_20,HMA_20,TMA_20,RSI,MACD,CCI,ADX,Stoch,Signal,Start Date,End Date
2019-10-11,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-11,2019-10-11
2019-10-12,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-12,2019-10-12
2019-10-13,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-13,2019-10-13
2019-10-14,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-14,2019-10-14
2019-10-15,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-15,2019-10-15
2019-10-16,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-16,2019-10-16
2019-10-17,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-17,2019-10-17
2019-10-18,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-18,2019-10-18
2019-10-19,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-19,2019-10-19
2019-10-20,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-20,2019-10-20
2019-10-21,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-21,2019-10-21
2019-10-22,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-22,2019-10-22
2019-10-23,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-23,2019-10-23
2019-10-24,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-24,2019-10-24
2019-10-25,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-25,2019-10-25
2019-10-26,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-26,2019-10-26
2019-10-27,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-27,2019-10-27
2019-10-28,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-28,2019-10-28
2019-10-29,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-29,2019-10-29
2019-10-30,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-30,2019-10-30
2019-10-31,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-10-31,2019-10-31
2019-11-01,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-01,2019-11-01
2019-11-02,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-02,2019-11-02
2019-11-03,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-03,2019-11-03
2019-11-04,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-04,2019-11-04
2019-11-05,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-05,2019-11-05
2019-11-06,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-06,2019-11-06
2019-11-07,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-07,2019-11-07
2019-11-08,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-08,2019-11-08
2019-11-09,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-09,2019-11-09
2019-11-10,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-10,2019-11-10
2019-11-11,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-11,2019-11-11
2019-11-12,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-12,2019-11-12
2019-11-13,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-13,2019-11-13
2019-11-14,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-14,2019-11-14
2019-11-15,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-15,2019-11-15
2019-11-16,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-16,2019-11-16
2019-11-17,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-17,2019-11-17
2019-11-18,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-18,2019-11-18
2019-11-19,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-19,2019-11-19
2019-11-20,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-20,2019-11-20
2019-11-21,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-21,2019-11-21
2019-11-22,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-22,2019-11-22
2019-11-23,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-23,2019-11-23
2019-11-24,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-24,2019-11-24
2019-11-25,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-25,2019-11-25
2019-11-26,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-26,2019-11-26
2019-11-27,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-27,2019-11-27
2019-11-28,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-28,2019-11-28
2019-11-29,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-29,2019-11-29
2019-11-30,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-11-30,2019-11-30
2019-12-01,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-01,2019-12-01
2019-12-02,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-02,2019-12-02
2019-12-03,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-03,2019-12-03
2019-12-04,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-04,2019-12-04
2019-12-05,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-05,2019-12-05
2019-12-06,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-06,2019-12-06
2019-12-07,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-07,2019-12-07
2019-12-08,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-08,2019-12-08
2019-12-09,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-09,2019-12-09
2019-12-10,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-10,2019-12-10
2019-12-11,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-11,2019-12-11
2019-12-12,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-12,2019-12-12
2019-12-13,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-13,2019-12-13
2019-12-14,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-14,2019-12-14
2019-12-15,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-15,2019-12-15
2019-12-16,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-16,2019-12-16
2019-12-17,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-17,2019-12-17
2019-12-18,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-18,2019-12-18
2019-12-19,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-19,2019-12-19
2019-12-20,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-20,2019-12-20
2019-12-21,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-21,2019-12-21
2019-12-22,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-22,2019-12-22
2019-12-23,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-23,2019-12-23
2019-12-24,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-24,2019-12-24
2019-12-25,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-25,2019-12-25
2019-12-26,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-26,2019-12-26
2019-12-27,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-27,2019-12-27
2019-12-28,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-28,2019-12-28
2019-12-29,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-29,2019-12-29
2019-12-30,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-30,2019-12-30
2019-12-31,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2019-12-31,2019-12-31
2020-01-01,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-01,2020-01-01
2020-01-02,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-02,2020-01-02
2020-01-03,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-03,2020-01-03
2020-01-04,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-04,2020-01-04
2020-01-05,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-05,2020-01-05
2020-01-06,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-06,2020-01-06
2020-01-07,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-07,2020-01-07
2020-01-08,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-08,2020-01-08
2020-01-09,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-09,2020-01-09
2020-01-10,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-10,2020-01-10
2020-01-11,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-11,2020-01-11
2020-01-12,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-12,2020-01-12
2020-01-13,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-13,2020-01-13
2020-01-14,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-14,2020-01-14
2020-01-15,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-15,2020-01-15
2020-01-16,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-16,2020-01-16
2020-01-17,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-17,2020-01-17
2020-01-18,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-18,2020-01-18
2020-01-19,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-19,2020-01-19
2020-01-20,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-20,2020-01-20
2020-01-21,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-21,2020-01-21
2020-01-22,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-22,2020-01-22
2020-01-23,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-23,2020-01-23
2020-01-24,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-24,2020-01-24
2020-01-25,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-25,2020-01-25
2020-01-26,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-26,2020-01-26
2020-01-27,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-27,2020-01-27
2020-01-28,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-28,2020-01-28
2020-01-29,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-29,2020-01-29
2020-01-30,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-30,2020-01-30
2020-01-31,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-01-31,2020-01-31
2020-02-01,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-01,2020-02-01
2020-02-02,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-02,2020-02-02
2020-02-03,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-03,2020-02-03
2020-02-04,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-04,2020-02-04
2020-02-05,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-05,2020-02-05
2020-02-06,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-06,2020-02-06
2020-02-07,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-07,2020-02-07
2020-02-08,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-08,2020-02-08
2020-02-09,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-09,2020-02-09
2020-02-10,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-10,2020-02-10
2020-02-11,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-11,2020-02-11
2020-02-12,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-12,2020-02-12
2020-02-13,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-13,2020-02-13
2020-02-14,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-14,2020-02-14
2020-02-15,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-15,2020-02-15
2020-02-16,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-16,2020-02-16
2020-02-17,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-17,2020-02-17
2020-02-18,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-18,2020-02-18
2020-02-19,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-19,2020-02-19
2020-02-20,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-20,2020-02-20
2020-02-21,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-21,2020-02-21
2020-02-22,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-22,2020-02-22
2020-02-23,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-23,2020-02-23
2020-02-24,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-24,2020-02-24
2020-02-25,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-25,2020-02-25
2020-02-26,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-26,2020-02-26
2020-02-27,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-27,2020-02-27
2020-02-28,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-28,2020-02-28
2020-02-29,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-02-29,2020-02-29
2020-03-01,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-01,2020-03-01
2020-03-02,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-02,2020-03-02
2020-03-03,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-03,2020-03-03
2020-03-04,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-04,2020-03-04
2020-03-05,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-05,2020-03-05
2020-03-06,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-06,2020-03-06
2020-03-07,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-07,2020-03-07
2020-03-08,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-08,2020-03-08
2020-03-09,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-09,2020-03-09
2020-03-10,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-10,2020-03-10
2020-03-11,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-11,2020-03-11
2020-03-12,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-12,2020-03-12
2020-03-13,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-13,2020-03-13
2020-03-14,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-14,2020-03-14
2020-03-15,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-15,2020-03-15
2020-03-16,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-16,2020-03-16
2020-03-17,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-17,2020-03-17
2020-03-18,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-18,2020-03-18
2020-03-19,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-19,2020-03-19
2020-03-20,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-20,2020-03-20
2020-03-21,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-21,2020-03-21
2020-03-22,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-22,2020-03-22
2020-03-23,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-23,2020-03-23
2020-03-24,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-24,2020-03-24
2020-03-25,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-25,2020-03-25
2020-03-26,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-26,2020-03-26
2020-03-27,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-27,2020-03-27
2020-03-28,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-28,2020-03-28
2020-03-29,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-29,2020-03-29
2020-03-30,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-30,2020-03-30
2020-03-31,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-03-31,2020-03-31
2020-04-01,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-01,2020-04-01
2020-04-02,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-02,2020-04-02
2020-04-03,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-03,2020-04-03
2020-04-04,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-04,2020-04-04
2020-04-05,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-05,2020-04-05
2020-04-06,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-06,2020-04-06
2020-04-07,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-07,2020-04-07
2020-04-08,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-08,2020-04-08
2020-04-09,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-09,2020-04-09
2020-04-10,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-10,2020-04-10
2020-04-11,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-11,2020-04-11
2020-04-12,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-12,2020-04-12
2020-04-13,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-13,2020-04-13
2020-04-14,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-14,2020-04-14
2020-04-15,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-15,2020-04-15
2020-04-16,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-16,2020-04-16
2020-04-17,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-17,2020-04-17
2020-04-18,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-18,2020-04-18
2020-04-19,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-19,2020-04-19
2020-04-20,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-20,2020-04-20
2020-04-21,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-21,2020-04-21
2020-04-22,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-22,2020-04-22
2020-04-23,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-23,2020-04-23
2020-04-24,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-24,2020-04-24
2020-04-25,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-25,2020-04-25
2020-04-26,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-26,2020-04-26
2020-04-27,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-27,2020-04-27
2020-04-28,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-28,2020-04-28
2020-04-29,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-29,2020-04-29
2020-04-30,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-04-30,2020-04-30
2020-05-01,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-05-01,2020-05-01
2020-05-02,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-05-02,2020-05-02
2020-05-03,,,,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-05-03,2020-05-03
2020-05-04,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-05-04,2020-05-04
2020-05-05,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-05-05,2020-05-05
2020-05-06,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-05-06,2020-05-06
2020-05-07,970.0,970.0,970.0,,970.0000000000006,,,,0.0,-2.2737367544323206e-13,,,,Sell,2020-05-07,2020-05-07
